Estado,Municipio,Parroquia,Centro,Número de Electores escrutados.,Número de Actas Procesadas.,Número total de Votos Nulos.,Número Total de Votantes que votaron realmente.,HUGO CHAVEZ,Número total de Votos Válidos.,ORLANDO CHIRINO,REINA SEQUERA,LUIS REYES,MARIA BOLIVAR,HENRIQUE CAPRILES RADONSKI,Número de Votos Escrutados.
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,CASA SCOUT NIQUITAO,332,1,7,269,175,262,0,0,0,0,87,269
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,ESCUELA. INTEGRAL BOLIVARIANA EUGENIA MARIA DE HOSTOS,3168,6,36,2481,1249,2445,2,13,1,1,1179,2481
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,ESCUELA MUNICIPAL HUGO DOMINGUEZ SANCHEZ,3181,6,66,2628,1453,2562,0,15,0,4,1090,2628
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,ESCUELA NACIONAL 1136 3424 NUCLEO 370,506,1,12,452,294,440,0,3,2,0,141,452
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,UNIDAD. EDUCATIVA. NACIONAL. BOLIVARIANA MARE ABAJO,1845,4,27,1511,1148,1484,0,10,0,0,326,1511
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,CENTRO MOVIL MAÑONGA,312,1,5,273,215,268,0,1,0,0,52,273
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,UNIDAD EDUCATIVA NACIONAL JOSE MARIA VARGAS,3230,6,43,2500,1385,2457,0,12,3,3,1054,2500
EDO. VARGAS,CE. VARGAS,PQ. CARLOS SOUBLETTE,U.E.N JOSE MARIA VARGAS (2),518,1,5,412,257,407,0,2,0,0,148,412
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA ESTADAL LOURDES DE CASTILLO,659,2,17,583,482,566,0,0,0,0,84,583
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA UNITARIA LILIAN DE CASADO,107,1,0,84,81,84,0,0,1,0,2,84
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,DISPENSARIO DE PALO E VACA,237,1,1,198,178,197,0,2,0,0,17,198
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD. EDUCATIVA. NACIONAL. BOLIVARIANA PIO RENGIFO,2037,4,22,1565,1171,1543,1,7,1,0,363,1565
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL ANA DOLORES CABRERA,125,1,2,106,87,104,0,1,0,0,16,106
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,CENTRO MOVIL MODULO DE LA POLICIA,461,1,5,395,318,390,0,4,1,0,67,395
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA ALFREDO ZAMORA,369,1,15,305,261,290,1,0,1,1,26,305
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNITARIA ANEXO 9 PROF. YURI BERMUDEZ,213,1,3,192,153,189,0,1,0,0,35,192
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA GLORIA VARGAS,100,1,1,87,66,86,0,1,0,0,19,87
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA INTEGRAL BOLIVARIANA CAOMA,574,1,10,431,285,421,0,2,1,0,133,431
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,CENTRO MOVIL EL ARENAL,271,1,2,239,223,237,0,0,0,0,14,239
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA RURAL BOLIVARIANA EL INCIENSO,126,1,3,107,77,104,0,2,0,0,25,107
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA NATIVIDAD CARABALLO,69,1,5,54,46,49,0,0,0,0,3,54
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTADAL CONCENTRADA DON PASTOR CASTRO GARCIA,721,2,6,551,425,545,1,4,3,0,112,551
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTADAL CONCENTRADA ROMULO MONASTERIO,666,2,5,464,365,459,0,2,1,1,90,464
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA ANIBAL GARCIA,102,1,0,91,88,91,0,0,0,0,3,91
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA BOLIVARIANA JOSEFA JOAQUINA SANCHEZ,812,2,12,622,324,610,1,2,0,1,282,622
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA ESTADAL AGUARITO,439,1,9,385,351,376,0,2,0,0,23,385
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTADAL CONCENTRADA FRANCISCA DE FELIBERTT,242,1,1,134,99,133,0,0,0,0,34,134
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA PUBLIO AMARYTA,267,1,5,222,185,217,1,0,0,0,31,222
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,PREESCOLAR LUISA NHAMENS,203,1,4,182,144,178,0,1,0,0,33,182
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA UNITARIA EUTIMIO ENRIQUE LASTRA RIBAS,159,1,2,130,110,128,0,0,1,0,17,130
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTATAL TIRSO JOSE ORTIZ,411,1,5,319,297,314,0,0,0,0,17,319
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA KATTY PHELTS,80,1,0,59,47,59,0,1,0,0,11,59
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL BARRIO NUEVO,643,2,1,561,451,560,0,2,3,0,104,561
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BÁSICA ESTADAL CONCENTRADA LUIS ANTONIO ARCIA MIRABAL,133,1,0,116,104,116,0,0,0,0,12,116
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,E.B. CONCENTRADA ANGEL ALBERTO PEREZ,353,1,3,226,198,223,0,0,0,0,25,226
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA. NACIONAL. GUAICAIPURO,1895,4,38,1511,1025,1473,0,5,1,2,440,1511
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA SAMUEL CAMARGO,113,1,0,95,95,95,0,0,0,0,0,95
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA BOLIVARIANA LAS SALINAS,654,2,16,534,383,518,0,4,0,0,131,534
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA ULISES MARTINEZ,447,1,5,363,281,358,0,1,1,0,75,363
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA.BASICA ESTADAL CONCENTRADA MARIA PIMENTEL,424,1,5,231,174,226,1,1,3,0,47,231
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA. PRIVADA PARROQUIAL SAN JOSE,2502,5,59,2084,1102,2025,1,8,0,3,911,2084
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA ESTATAL RAFAEL RANGEL,2288,4,40,1700,987,1660,1,8,1,0,663,1700
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA ESTATAL DOCTOR HECTOR JESUS BETANCOURT,596,1,7,435,332,428,0,2,0,0,94,435
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,UNIDAD EDUCATIVA SAN ESTEBAN
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTADAL CONCENTRADA LA PEÑITA,918,2,9,543,416,534,0,3,0,2,113,543
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,U.E.E.C. LAURA DE LOVERA,191,1,3,152,132,149,0,1,0,0,16,152
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. ESTADAL CONCENTRADA. JUAN ANTONIO FONSECA,696,2,10,565,516,555,0,2,0,0,37,565
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA BASICA ESTADAL CONCENTRADA JOSEFINA RODRIGUEZ ALEMAN,182,1,2,161,131,159,0,3,0,0,25,161
EDO. VARGAS,CE. VARGAS,PQ. CARAYACA,ESCUELA. BASICA. NACIONAL. EL PARDILLO,2139,4,14,1708,1336,1694,1,15,2,1,339,1708
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA BASICA NACIONAL CERRO COLORADO,299,1,6,256,226,250,0,1,1,0,22,256
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA. INTEGRAL BOLIVARIANA GENERAL CARLOS SOUBLETTE,890,2,13,556,347,543,0,2,0,0,194,556
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,UNIDAD EDUCATIVA ESTATAL NAIGUATA,2737,5,35,2271,1430,2236,0,14,1,4,787,2271
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA INTEGRAL BOLIVARIANA NACIONAL NAIGUATA,3636,7,48,2786,1817,2738,2,9,0,2,908,2786
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA LOS CARACAS,472,1,12,416,357,404,1,0,0,0,46,416
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,LICEO BOLIVARIANO CACIQUE NAIGUATA,631,2,12,530,330,518,0,2,0,1,185,530
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA. INTEGRAL BOLIVARIANA ESTATAL FRANCISCO LAZO MARTI,1312,3,28,1070,666,1042,0,3,0,0,373,1070
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA BOLIVARIANA RURAL CIUDAD VACACIONAL LOS CARACAS NUCLEO NERS 397,331,1,10,288,264,278,0,0,0,0,14,288
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,ESCUELA INTEGRAL BOLIVARIANA MARTIN LUTHER KING,781,2,13,671,509,658,0,2,1,0,146,671
EDO. VARGAS,CE. VARGAS,PQ. NAIGUATA,UNIDAD EDUCATIVA PRIVADA NUESTRA SEÑORA DE COROMOTO,2682,5,32,2271,1535,2239,0,14,2,1,687,2271
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,UNIDAD EDUCATIVA SIMON RODRIGUEZ,556,1,9,438,214,429,0,2,0,1,212,438
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,LICEO BOLIVARIANO PEDRO ELIAS GUTIERREZ,1370,3,7,1128,489,1121,0,6,0,0,626,1128
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,ESCUELA INTEGRAL BOLIVARIANA SAN ISIDRO DE GALIPAN,854,2,9,686,381,677,0,7,0,1,288,686
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,UNIDAD EDUCATIVA NACIONAL LICEO BOLIVARIANO JOSE MARIA ESPAÑA,1904,4,24,1516,485,1492,0,5,2,0,1000,1516
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,ESCUELA BASICA ESTADAL CARMEN FELICIA COLON,1808,4,32,1516,739,1484,1,6,0,2,736,1516
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA FRANCISCO FAJARDO,1623,3,19,1177,528,1158,0,7,0,0,623,1177
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,UNIDAD EDUCATIVA PRIVADA BLAISE PASCAL,1306,3,15,1133,572,1118,0,7,0,1,538,1133
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,ESCUELA BASICA RURALUNITARIA SAN JOSE  DE GALIPAN,316,1,1,235,150,234,0,1,0,0,83,235
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,ESCUELA INTEGRAL BOLIVARIANA GUAICAMACUTO,4562,8,41,3494,1566,3453,1,9,1,2,1874,3494
EDO. VARGAS,CE. VARGAS,PQ. MACUTO,CASA COMUNAL GUAICOTO,458,1,6,380,295,374,0,1,0,2,76,380
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA. BASICA. ESTATAL CONCENTRADA PRIMITIVA BLANCO,470,1,3,353,286,350,1,0,1,0,62,353
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,PRE ESCOLAR NACIONAL BOLIVARIANO JOSEFA JOAQUINA SANCHEZ,353,1,6,312,205,306,0,0,0,0,101,312
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA INTEGRAL BOLIVARIANA SAN JORGE,287,1,6,230,189,224,1,0,0,0,34,230
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,UNIDAD EDUCATIVA. ESTATAL OSMA,447,1,3,345,270,342,0,0,0,0,72,345
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA. BASICA. ESTATAL ELINA MARINS,676,2,20,536,342,516,0,1,1,0,172,536
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA BASICA ESTATAL MARIA VILLALOBOS,1325,3,27,1064,603,1037,0,6,1,3,424,1064
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA INTEGRAL BOLIVARIANA ZEA,717,2,13,545,348,532,0,7,2,0,175,545
EDO. VARGAS,CE. VARGAS,PQ. CARUAO,ESCUELA. BASICA. ESTADAL GLADYS ACOSTA BELLO,549,1,9,444,344,435,0,2,0,0,89,444
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,COLEGIO CIENCIAS DEL MAR,1188,2,15,1021,535,1006,1,5,0,0,465,1021
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA NACIONAL ARMANDO REVERON,4303,8,56,3539,1656,3483,0,18,4,2,1803,3539
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,HOSP ANTIHANSENIANO MARTIN VEGAS,722,2,17,535,426,518,0,0,0,0,92,535
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,CASA COMUNAL PLAYA VERDE,576,1,6,481,373,475,0,1,0,0,101,481
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JUAN DE URPIN,2395,5,37,1976,917,1939,1,11,1,2,1007,1976
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,CENTRO MOVIL LA LUCHA,461,1,5,398,273,393,0,0,0,0,120,398
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA PRIVADA COLEGIO JOSE ATANASIO GIRARDOT,4062,7,45,3369,1184,3324,3,16,3,3,2115,3369
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,PRE ESCOLAR WILLY,419,1,3,309,217,306,0,3,0,2,84,309
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA PRIVADA COLEGIO VIRGEN DEL VALLE,1234,3,19,1036,476,1017,0,0,1,3,537,1036
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA DIVINA PROVIDENCIA,649,2,13,571,244,558,1,2,0,0,311,571
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,CASA COMUNAL BRISAS DE MAIQUETIA,723,2,7,682,646,675,1,1,0,0,27,682
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,DESARROLLO URBANISTICO PLAYA GRANDE   TURQUIA,279,1,3,260,253,257,0,0,0,0,4,260
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,CENTRO (MOVIL) SECTOR SANTA EDUVIGES,717,2,4,561,487,557,0,2,0,0,68,561
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,ESCUELA BASICA ESTADAL JACINTO FOMBONA PACHANO,1589,3,31,1305,788,1274,3,9,1,0,473,1305
EDO. VARGAS,CE. VARGAS,PQ. URIMARE,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA SANTA EDUVIGIS,5042,9,76,4087,3041,4011,5,27,3,0,935,4087
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,ESCUELA BASICA ESTADAL BOLIVARIANA LAS TUNITAS,2454,5,46,1800,1092,1754,0,17,0,0,645,1800
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,CENTRO DE ESPECIALIDADES LUISA ROMERO,1624,3,32,1339,657,1307,1,11,1,0,637,1339
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,ESCUELA. BASICA. ESTADAL VIA ETERNA,2919,5,55,2369,1795,2314,0,14,2,0,503,2369
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA ESTATAL DOCTOR ALFREDO MACHADO,4441,8,72,3471,2096,3399,2,10,3,0,1288,3471
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,ESCUELA INTEGRAL BOLIVARIANA FE Y ESPERANZA,325,1,4,275,259,271,0,0,0,0,12,275
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,COLEGIO ROMULO BETANCOURT,1758,3,22,1421,853,1399,0,6,0,2,538,1421
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,JARDIN DE INFANCIA LOS OLIVOS,457,1,11,398,336,387,0,1,1,0,49,398
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA PRIVADA GUAL Y ESPAÑA,1054,2,6,751,164,745,0,2,0,1,578,751
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,ESCUELA. BASICA. ESTADAL ARRECIFE,2665,5,49,2139,1501,2090,1,13,2,1,572,2139
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA NACIONAL DOCTOR RAFAEL VEGAS,2384,5,43,1979,1489,1936,0,13,4,2,428,1979
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA. ESTADAL MONSEÑOR ARIAS BLANCO,1633,3,25,1331,919,1306,0,4,0,1,382,1331
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIVERSIDAD MARITIMA DEL CARIBE,2270,4,32,1689,1234,1657,1,6,3,4,409,1689
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA ESTADAL FELIX MARTIN VIERA,460,1,19,406,278,387,0,1,0,0,108,406
EDO. VARGAS,CE. VARGAS,PQ. CATIA LA MAR,UNIDAD EDUCATIVA ESTADAL LEON TRUJILLO,3234,6,32,2643,1570,2611,1,14,1,1,1024,2643
